SalePrice,id
124899.64736842105,1461
155667.05263157896,1462
178881.6947368421,1463
179394.74736842106,1464
198708.42631578946,1465
182081.2210526316,1466
167999.74210526317,1467
175882.4947368421,1468
180712.3,1469
120418.82631578947,1470
196519.27368421052,1471
93546.68947368421,1472
96280.63684210526,1473
153189.57894736843,1474
146815.2105263158,1475
403373.84736842103,1476
257398.86315789472,1477
304495.6157894737,1478
248346.40526315788,1479
461558.74210526317,1480
304824.48421052634,1481
208792.55789473685,1482
176161.85789473684,1483
176769.56842105262,1484
174875.02631578947,1485
198387.7052631579,1486
337356.86842105264,1487
240604.46842105262,1488
214129.45263157896,1489
197368.57894736843,1490
192511.93157894738,1491
99576.85263157895,1492
174364.31578947368,1493
293382.5052631579,1494
305963.54210526316,1495
226115.34210526315,1496
193700.9105263158,1497
152687.46842105262,1498
152111.36842105264,1499
150280.37368421053,1500
174324.04736842104,1501
169152.91578947369,1502
303444.4894736842,1503
229832.09473684212,1504
218046.83157894737,1505
183021.6,1506
211965.56842105262,1507
202281.42105263157,1508
166488.0,1509
150392.1052631579,1510
150636.84210526315,1511
171328.64210526316,1512
149309.24210526317,1513
159684.85789473684,1514
176836.23157894737,1515
163038.1947368421,1516
153357.45263157896,1517
130182.2947368421,1518
225611.64210526316,1519
136430.82631578948,1520
144376.4842105263,1521
158561.33684210526,1522
114387.07368421053,1523
123648.62631578947,1524
124802.13684210526,1525
125136.72105263158,1526
103573.66315789474,1527
128369.91052631578,1528
142438.68421052632,1529
169255.1052631579,1530
132022.02105263158,1531
107928.5947368421,1532
148335.02631578947,1533
117636.87368421053,1534
154587.8052631579,1535
117948.5,1536
75598.25789473685,1537
189404.5105263158,1538
245461.16315789474,1539
115553.15263157895,1540
152364.95789473684,1541
149870.92105263157,1542
224805.1947368421,1543
78817.13157894737,1544
105981.23684210527,1545
122843.15789473684,1546
140854.65263157894,1547
136467.87368421053,1548
113280.13157894737,1549
144948.13684210528,1550
117848.42105263157,1551
145500.05789473685,1552
143557.42631578946,1553
114880.84210526316,1554
174166.09473684212,1555
99066.07368421053,1556
128535.93157894736,1557
93105.75789473685,1558
117325.56315789474,1559
148317.57368421054,1560
152123.59473684212,1561
127948.98947368421,1562
123162.01578947369,1563
162906.7947368421,1564
155657.8052631579,1565
207811.23684210525,1566
76716.83157894737,1567
222822.7789473684,1568
150172.0157894737,1569
127548.46315789473,1570
130835.58947368422,1571
147778.55263157896,1572
242433.7210526316,1573
119099.61578947368,1574
206709.95263157896,1575
212343.4947368421,1576
209723.75789473683,1577
150271.2947368421,1578
142104.31578947368,1579
190992.02631578947,1580
143155.26315789475,1581
129890.52631578948,1582
332177.66315789474,1583
242165.2210526316,1584
140740.7894736842,1585
73227.63684210526,1586
104317.66842105263,1587
149596.09473684212,1588
100159.06315789474,1589
135897.28421052633,1590
106448.02631578948,1591
125077.86315789474,1592
115993.46842105263,1593
136391.36842105264,1594
118406.27368421052,1595
234058.94210526315,1596
171362.46842105262,1597
185049.16315789474,1598
213957.9894736842,1599
194081.3842105263,1600
80929.2947368421,1601
115510.17894736842,1602
98191.15789473684,1603
282012.27368421055,1604
252408.75263157894,1605
169113.65263157894,1606
160736.4842105263,1607
216796.56315789474,1608
200086.05789473685,1609
161426.0052631579,1610
148971.03157894738,1611
163874.96315789473,1612
162853.95263157896,1613
120524.43684210526,1614
86725.0,1615
80528.91052631578,1616
86754.47368421052,1617
127676.84210526316,1618
129854.88421052632,1619
152585.7947368421,1620
131613.33684210526,1621
153102.26842105263,1622
282803.6052631579,1623
209864.05789473685,1624
128565.47368421052,1625
173884.63157894736,1626
189006.15789473685,1627
284076.63157894736,1628
175662.18421052632,1629
353617.86842105264,1630
224189.8105263158,1631
248871.04736842104,1632
170352.77368421052,1633
181668.52631578947,1634
178066.76842105263,1635
159260.17368421052,1636
173348.4947368421,1637
215960.68421052632,1638
180846.93684210526,1639
249304.87368421053,1640
184095.8947368421,1641
224257.37368421053,1642
224677.33684210526,1643
223674.21578947367,1644
181622.02105263158,1645
152794.47368421053,1646
162297.55263157896,1647
139465.0052631579,1648
138018.2894736842,1649
120283.73157894737,1650
122692.63157894737,1651
92773.42105263157,1652
96446.84210526316,1653
157441.8947368421,1654
157640.71578947367,1655
153796.7052631579,1656
154868.3842105263,1657
157508.90526315788,1658
146100.15263157894,1659
145476.71578947367,1660
436196.14210526313,1661
387679.93684210523,1662
371412.4684210526,1663
454522.24736842106,1664
314933.92631578946,1665
331958.3947368421,1666
355807.4789473684,1667
324043.5947368421,1668
304856.7894736842,1669
338722.6210526316,1670
264168.77894736844,1671
459064.84736842103,1672
302761.7,1673
256297.58421052631,1674
186878.61052631578,1675
190030.52631578947,1676
212519.5157894737,1677
468516.5578947368,1678
380856.84736842103,1679
319557.7052631579,1680
271641.75263157894,1681
302323.5052631579,1682
188157.47368421053,1683
171498.6052631579,1684
175208.9894736842,1685
166778.04736842104,1686
169718.18421052632,1687
187478.82631578948,1688
189442.67368421052,1689
184034.73684210525,1690
175805.25789473683,1691
268762.7842105263,1692
171511.4842105263,1693
183459.0894736842,1694
169830.8105263158,1695
261838.9947368421,1696
173565.65263157894,1697
343963.4210526316,1698
326685.6210526316,1699
243224.2052631579,1700
257849.54210526316,1701
253163.4947368421,1702
254622.15789473685,1703
293634.8052631579,1704
243513.61052631578,1705
447732.4947368421,1706
222461.88947368422,1707
219692.4105263158,1708
286858.34736842103,1709
227132.86315789472,1710
268840.35789473687,1711
238940.07894736843,1712
250496.47894736842,1713
230159.7789473684,1714
199049.2789473684,1715
174616.37894736842,1716
163601.4947368421,1717
140879.5157894737,1718
205441.61052631578,1719
249578.31578947368,1720
163659.02105263158,1721
130489.15263157895,1722
154220.38947368422,1723
211692.18421052632,1724
230751.26315789475,1725
187568.4947368421,1726
170564.67894736843,1727
188001.8052631579,1728
167239.2894736842,1729
160326.7210526316,1730
124671.8894736842,1731
131903.52105263158,1732
124626.30526315789,1733
130485.65789473684,1734
133180.84210526315,1735
117472.31578947368,1736
370946.4684210526,1737
212970.9947368421,1738
269281.34210526315,1739
190558.65789473685,1740
181893.9842105263,1741
170879.73684210525,1742
174370.86842105264,1743
315493.2368421053,1744
249267.15263157894,1745
269691.94736842107,1746
222030.17368421052,1747
209143.33684210526,1748
160560.2105263158,1749
150353.84210526315,1750
231220.42105263157,1751
124227.63157894737,1752
145769.4105263158,1753
220550.84210526315,1754
162477.63157894736,1755
121616.48947368421,1756
122831.88421052632,1757
147165.2105263158,1758
166274.4,1759
159395.3947368421,1760
151126.1,1761
172331.46315789473,1762
168267.09473684212,1763
118950.03684210527,1764
167834.0,1765
171656.3052631579,1766
194279.33684210526,1767
140008.02631578947,1768
164456.73157894737,1769
140692.36842105264,1770
135819.40526315788,1771
134697.53684210527,1772
139337.21578947367,1773
129963.46315789473,1774
131917.36842105264,1775
116417.14736842105,1776
117914.47368421052,1777
129657.76315789473,1778
114856.16842105263,1779
177745.23684210525,1780
131624.86842105264,1781
99391.5052631579,1782
129287.27894736842,1783
99825.52631578948,1784
117033.5,1785
145143.74736842106,1786
166784.5894736842,1787
62156.55263157895,1788
94341.15263157895,1789
86189.25789473685,1790
179161.7105263158,1791
152559.75789473683,1792
138134.4,1793
142060.75263157894,1794
139183.15789473685,1795
121631.62105263158,1796
116993.2947368421,1797
125844.34210526316,1798
115670.25789473685,1799
124938.28947368421,1800
127446.27894736842,1801
151825.8947368421,1802
150593.75789473683,1803
140868.31578947368,1804
134109.73684210525,1805
114836.61578947368,1806
146771.17894736843,1807
121729.62631578947,1808
128090.74210526315,1809
149791.8842105263,1810
114164.47368421052,1811
115795.86315789474,1812
122985.41578947369,1813
101784.07894736843,1814
61380.96842105263,1815
101324.45789473684,1816
120759.64210526316,1817
137479.76315789475,1818
118614.04210526316,1819
79980.68421052632,1820
120452.78947368421,1821
149017.07894736843,1822
60813.757894736846,1823
139906.84210526315,1824
141667.24736842106,1825
104155.24736842106,1826
108672.56842105264,1827
138973.16842105263,1828
114457.5947368421,1829
142934.32631578948,1830
171563.57894736843,1831
115561.62105263158,1832
149308.42105263157,1833
130955.72105263158,1834
173483.92631578946,1835
127867.75263157894,1836
100421.3,1837
135006.66315789474,1838
85921.48947368421,1839
158378.38947368422,1840
146525.66842105263,1841
89515.94736842105,1842
140620.7894736842,1843
138294.5894736842,1844
136292.8,1845
150494.52631578947,1846
156702.8947368421,1847
65561.4,1848
121551.4,1849
128766.07894736843,1850
150662.12631578947,1851
128784.26315789473,1852
133723.90526315788,1853
174503.03684210527,1854
145715.4105263158,1855
218125.85789473684,1856
158886.44210526315,1857
138288.0052631579,1858
122329.5,1859
152678.9105263158,1860
122020.1,1861
271071.3526315789,1862
270577.2315789474,1863
270577.2315789474,1864
323818.4947368421,1865
319203.7315789474,1866
245327.7894736842,1867
298345.7368421053,1868
196688.2210526316,1869
249089.03157894738,1870
252353.8842105263,1871
175021.65263157894,1872
226212.86315789472,1873
138068.15789473685,1874
204639.7210526316,1875
194925.42105263157,1876
204463.06842105262,1877
213619.76842105263,1878
132542.47368421053,1879
137677.73684210525,1880
247357.4842105263,1881
259024.71578947367,1882
197612.14210526316,1883
218952.8842105263,1884
262098.15789473685,1885
297252.1210526316,1886
197750.05789473685,1887
276929.7684210526,1888
167087.16315789474,1889
137209.16842105263,1890
142446.94736842104,1891
111726.03684210527,1892
136603.96842105262,1893
129534.3947368421,1894
149655.7052631579,1895
124281.53157894737,1896
118355.48421052631,1897
110078.54736842106,1898
125592.17894736842,1899
153886.85789473684,1900
172860.82105263157,1901
133711.16842105263,1902
223132.95789473684,1903
132271.18421052632,1904
180697.6894736842,1905
157038.53157894738,1906
204239.9894736842,1907
114926.75263157894,1908
134234.25263157894,1909
124278.92105263157,1910
197559.5105263158,1911
258342.63684210528,1912
143455.2,1913
64231.05789473684,1914
324470.1789473684,1915
72904.18421052632,1916
260415.1894736842,1917
135867.42105263157,1918
155875.2052631579,1919
151061.2,1920
407788.54736842104,1921
329758.2842105263,1922
206226.87368421053,1923
240878.78421052633,1924
229459.15263157894,1925
373775.9421052632,1926
139070.15789473685,1927
159491.12105263158,1928
127936.77368421052,1929
127329.04736842106,1930
139476.31578947368,1931
133821.3,1932
168125.66315789474,1933
183083.7894736842,1934
176291.8842105263,1935
188498.44210526315,1936
181011.02631578947,1937
165410.90526315788,1938
246866.23684210525,1939
200533.37368421053,1940
178914.4,1941
191048.05263157896,1942
196901.74736842106,1943
311895.4421052632,1944
366432.34210526315,1945
160624.3052631579,1946
305613.7368421053,1947
174203.65263157894,1948
247154.8,1949
179572.35789473684,1950
266708.04736842104,1951
249059.17894736843,1952
165828.87894736842,1953
212141.07368421054,1954
130778.71578947369,1955
271586.43157894735,1956
161669.25789473683,1957
308673.4789473684,1958
141887.6052631579,1959
115457.81578947368,1960
118075.80526315789,1961
93480.0,1962
103009.38421052632,1963
112844.93157894736,1964
156668.95789473684,1965
157445.17368421052,1966
292952.13157894736,1967
398644.36842105264,1968
370387.85789473687,1969
425523.46315789473,1970
436685.4052631579,1971
364837.68947368424,1972
270386.95263157896,1973
314250.43684210523,1974
473183.7,1975
276579.14210526313,1976
361559.53684210527,1977
350138.33684210526,1978
329622.72631578945,1979
196539.56842105262,1980
334945.2684210526,1981
226933.68421052632,1982
217521.90526315788,1983
169671.53157894738,1984
209664.26315789475,1985
215648.2894736842,1986
178957.36842105264,1987
178947.95263157896,1988
187770.12631578947,1989
215667.87894736842,1990
216114.7,1991
211000.2210526316,1992
173600.3052631579,1993
242099.26842105263,1994
184075.76315789475,1995
253200.02631578947,1996
320228.0210526316,1997
346833.5263157895,1998
250234.86315789472,1999
301296.3157894737,2000
267432.1736842105,2001
241689.52631578947,2002
253432.52631578947,2003
266098.06842105265,2004
234275.55263157896,2005
221658.2789473684,2006
249332.37894736842,2007
215255.0894736842,2008
191315.6947368421,2009
193539.92105263157,2010
148133.7894736842,2011
180376.67894736843,2012
181256.47368421053,2013
188430.28421052633,2014
195539.93684210526,2015
193054.05263157896,2016
203733.6052631579,2017
127045.43684210526,2018
134289.64736842105,2019
121096.57894736843,2020
117809.91052631578,2021
175360.78421052633,2022
148981.3842105263,2023
220426.8052631579,2024
358445.53684210527,2025
184545.45263157896,2026
146696.74210526317,2027
153475.04210526316,2028
167492.25263157894,2029
274800.9894736842,2030
260248.4,2031
281954.56842105265,2032
274668.7105263158,2033
162711.34736842106,2034
204347.15789473685,2035
193173.18421052632,2036
201164.4947368421,2037
327104.8210526316,2038
212505.52631578947,2039
401859.7368421053,2040
285215.9789473684,2041
205836.73157894737,2042
170694.86842105264,2043
177126.27368421052,2044
233876.37368421053,2045
135383.17894736843,2046
151460.65789473685,2047
133783.15263157894,2048
136172.24210526317,2049
171624.36842105264,2050
104665.13684210526,2051
132620.43684210526,2052
141707.3,2053
85193.8,2054
159882.33684210526,2055
127205.13157894737,2056
127249.47894736842,2057
214644.15263157894,2058
126379.1,2059
166390.0,2060
174475.63157894736,2061
138022.14210526316,2062
112859.55789473685,2063
139215.74736842106,2064
121523.15789473684,2065
173704.2,2066
135293.55789473685,2067
137039.97368421053,2068
85077.55789473685,2069
111252.81052631579,2070
97214.66842105263,2071
136354.09473684212,2072
132106.7947368421,2073
178713.2894736842,2074
147522.67894736843,2075
121163.23157894737,2076
148185.26315789475,2077
128571.0052631579,2078
133951.74736842106,2079
118334.87368421053,2080
122784.12105263158,2081
129732.80526315789,2082
146205.93157894738,2083
113892.4947368421,2084
130140.13157894737,2085
117770.23684210527,2086
121621.28947368421,2087
108226.33157894737,2088
92061.22631578948,2089
132666.2210526316,2090
125778.03684210527,2091
134620.8947368421,2092
138699.5105263158,2093
143466.75263157894,2094
154506.31578947368,2095
86744.15789473684,2096
97039.27368421052,2097
148460.85263157895,2098
62975.742105263154,2099
115175.48947368421,2100
124278.01052631579,2101
146634.34210526315,2102
104938.74736842106,2103
132831.15263157894,2104
130726.25789473685,2105
81484.98421052631,2106
248325.3,2107
117695.28421052631,2108
115145.41578947369,2109
123517.07368421053,2110
158660.91578947369,2111
138488.4947368421,2112
119151.33684210526,2113
114065.74210526315,2114
156529.86842105264,2115
115471.56315789474,2116
146256.6157894737,2117
119241.02631578948,2118
109408.51052631579,2119
112316.07368421053,2120
113969.07894736843,2121
105584.23684210527,2122
89084.47894736842,2123
189103.02631578947,2124
133380.16315789474,2125
164215.0,2126
150722.43684210526,2127
129880.66315789474,2128
104974.01052631579,2129
141785.8105263158,2130
154538.32105263157,2131
115288.5052631579,2132
115684.7,2133
119822.65789473684,2134
106180.63684210526,2135
86136.02105263158,2136
117043.97368421052,2137
137003.12105263158,2138
153681.36842105264,2139
138023.2894736842,2140
140175.53684210527,2141
136059.6052631579,2142
144122.06315789474,2143
116889.45263157894,2144
136599.47368421053,2145
153478.73684210525,2146
163920.96842105262,2147
126478.7052631579,2148
135639.57894736843,2149
238496.27368421052,2150
138252.47368421053,2151
169998.83684210526,2152
153764.4894736842,2153
109374.73684210527,2154
129118.52631578948,2155
220134.42105263157,2156
245676.87368421053,2157
234195.6052631579,2158
223275.28421052633,2159
172738.5052631579,2160
255788.44736842104,2161
393932.1157894737,2162
327014.75789473683,2163
256370.5105263158,2164
185888.23157894737,2165
143882.36842105264,2166
206155.7894736842,2167
212276.38947368422,2168
192957.8842105263,2169
218694.6,2170
144790.16842105263,2171
137731.14736842105,2172
163569.42105263157,2173
241866.7789473684,2174
311125.13684210525,2175
323561.5105263158,2176
255914.82631578948,2177
224492.21578947367,2178
145448.95789473684,2179
184814.3947368421,2180
191918.55263157896,2181
235121.81578947368,2182
194621.5157894737,2183
132828.94736842104,2184
132097.36842105264,2185
144403.1894736842,2186
147860.05263157896,2187
159129.95789473684,2188
183805.11052631578,2189
84725.75263157894,2190
88620.51578947369,2191
90113.23684210527,2192
99496.05263157895,2193
103867.27368421052,2194
111800.27894736842,2195
109506.62105263158,2196
113605.82105263158,2197
155961.81578947368,2198
159712.93684210526,2199
125093.52631578948,2200
130342.9947368421,2201
197813.2210526316,2202
165021.47894736842,2203
172130.09473684212,2204
111033.0052631579,2205
135264.1157894737,2206
230743.0894736842,2207
228129.6894736842,2208
184438.62105263158,2209
123140.01052631579,2210
113452.43157894736,2211
114756.2052631579,2212
105668.33684210526,2213
144336.06315789474,2214
105086.05263157895,2215
153728.95263157896,2216
71485.12631578947,2217
93215.93684210526,2218
76419.87894736842,2219
84205.41578947369,2220
326896.2105263158,2221
251739.74210526317,2222
258517.04736842104,2223
214171.65789473685,2224
137432.26315789475,2225
178601.33684210526,2226
200036.21578947367,2227
285011.04736842104,2228
243498.3052631579,2229
163313.9842105263,2230
214980.85789473684,2231
174085.16842105263,2232
175942.84736842106,2233
260068.90526315788,2234
196791.14736842105,2235
279972.95263157896,2236
356244.3,2237
202361.37368421053,2238
119155.62105263158,2239
163653.28421052633,2240
153624.0894736842,2241
136270.92105263157,2242
139973.7052631579,2243
97128.94736842105,2244
92256.57894736843,2245
142272.6947368421,2246
